price,speed,hd,ram,screen,ads
1275,25,212,4,14,275
3995,66,1000,16,14,275
2595,66,424,4,17,275
1695,25,214,4,14,275
2785,33,540,8,17,275
2295,50,426,8,14,275
1569,50,245,4,14,275
2559,66,340,8,17,275
2495,66,424,8,15,275
2268,33,340,4,14,275
1495,33,212,4,14,275
2895,66,520,8,14,275
2595,33,424,8,17,275
2349,66,340,4,14,275
2795,66,340,8,15,275
1988,25,120,4,14,275
1490,25,107,2,15,275
2320,33,424,4,17,275
1495,33,212,4,14,275
2390,50,426,8,15,275
1295,33,212,4,14,275
2144,25,426,8,14,275
1944,33,214,4,14,275
2495,66,540,8,14,275
2329,33,340,8,17,275
1995,25,426,8,14,275
1544,25,107,2,14,275
1790,50,107,2,15,275
1594,33,212,4,14,275
2344,33,426,8,14,275
1795,33,340,8,15,275
2985,66,540,8,17,275
2590,66,214,4,14,275
2335,66,540,8,15,275
2044,66,107,2,14,275
2195,33,426,8,14,275
2244,50,214,4,14,275
1575,33,120,4,14,275
2494,33,340,4,14,275
2844,33,528,16,14,275
1975,66,340,4,15,275
3515,66,424,16,17,275
1890,33,107,2,14,275
1844,25,214,4,14,275
1695,50,107,2,14,275
2427,50,424,8,15,275
2144,66,107,2,14,275
1894,50,340,4,15,275
2420,50,528,8,14,275
3399,66,527,8,15,275
2395,50,424,4,17,275
1795,50,340,4,14,275
1699,50,245,4,15,275
2170,66,340,4,15,275
2120,33,424,4,17,275
2690,50,426,8,14,275
1735,66,340,4,14,275
3895,50,1000,16,14,275
1475,33,250,4,14,275
2890,50,528,16,15,275
2384,33,340,4,14,275
1495,33,107,2,14,275
2399,50,340,8,17,275
2294,66,424,4,14,275
2749,50,340,8,15,275
1744,33,107,2,14,275
3044,50,528,16,14,275
1699,66,245,4,14,275
2699,66,245,8,15,275
1679,33,120,4,14,275
1599,25,212,4,14,275
2495,66,426,8,14,275
1895,33,212,4,17,275
1849,66,245,4,15,275
2620,66,528,8,14,275
2094,50,424,4,14,275
1875,25,212,4,17,275
2744,66,426,8,14,275
2449,66,425,8,15,275
2744,50,340,8,17,275
1895,33,214,4,14,275
2395,66,340,8,15,275
1295,25,214,4,14,275
1990,33,107,2,14,275
2044,33,214,4,14,275
2299,25,120,4,14,275
1895,66,107,2,14,275
1375,25,120,4,14,275
2090,50,107,2,14,275
1744,33,107,2,14,275
1995,50,214,4,14,275
2590,66,426,8,15,275
1794,33,212,4,14,275
2220,33,528,8,14,275
1749,33,212,4,14,275
2990,33,528,16,14,275
2344,66,214,4,14,275
2644,25,528,16,14,275
2225,66,340,8,15,275
2095,66,340,8,15,275
1499,33,245,4,14,275
3090,33,528,16,14,275
2385,66,340,8,17,275
3244,66,528,16,14,275
1899,25,120,4,14,275
2890,25,528,16,14,275
3714,66,527,8,15,275
2294,33,424,8,14,275
1795,33,240,4,14,275
2388,25,120,4,14,275
2044,33,214,4,14,275
1799,33,120,4,14,275
1893,25,120,4,14,275
2295,50,424,8,15,275
1790,25,214,4,15,275
1688,25,212,4,14,275
1695,33,340,8,14,275
1775,33,340,4,15,275
1970,33,340,4,15,275
2695,33,528,16,14,275
2195,50,340,8,15,275
2290,66,107,2,14,275
2815,50,424,8,17,275
1844,33,107,2,14,275
3390,66,528,16,14,275
2019,33,424,4,14,275
1395,33,214,4,14,275
1395,25,107,4,14,275
2119,25,120,4,14,275
1675,66,250,4,14,275
2590,25,528,16,15,275
2690,33,528,16,15,275
2590,33,426,8,14,275
2158,33,340,4,14,275
3994,66,424,32,15,275
2985,66,1060,8,14,275
2790,33,528,16,15,275
1819,33,424,4,14,275
2025,33,340,8,15,275
1595,33,214,4,14,275
2120,25,528,8,14,275
2100,25,424,4,17,275
2795,50,528,16,14,275
1690,33,107,2,15,275
1395,25,107,2,14,275
1990,66,107,2,15,275
1395,33,240,4,14,275
1299,25,120,4,14,275
3199,66,340,16,15,275
1595,25,340,8,14,275
2095,33,212,4,17,275
2190,33,426,8,15,275
1944,50,107,2,14,275
1804,25,120,4,14,275
2095,33,212,4,17,275
2744,33,528,16,14,275
2295,33,540,8,14,275
1578,25,120,4,14,275
2995,66,424,16,15,275
2699,66,245,8,15,275
2144,50,214,4,14,275
2799,66,340,16,15,275
2390,50,214,4,14,275
1500,25,424,4,14,275
1749,33,120,4,14,275
2090,25,426,8,15,275
2390,25,426,8,14,275
1720,33,424,4,14,275
1768,33,120,4,14,275
1795,33,214,4,14,275
1644,25,107,2,14,275
2090,25,214,4,14,275
1299,25,170,4,14,275
2144,33,214,4,14,275
1799,33,230,4,14,275
2290,66,214,4,15,216
1299,33,212,4,14,216
1744,33,107,2,14,216
1644,25,107,2,14,216
2644,66,426,8,14,216
2420,50,528,8,14,216
1790,50,107,2,15,216
1644,33,107,2,14,216
3094,66,340,4,14,216
2590,33,426,8,14,216
1844,50,107,2,14,216
2790,33,528,16,15,216
2844,33,528,16,14,216
3699,66,527,16,17,216
2779,66,340,4,14,216
1689,25,212,4,14,216
2769,33,340,8,15,216
1590,33,107,2,15,216
2890,50,528,16,15,216
2190,33,426,8,15,216
2185,33,420,8,17,216
1819,33,120,4,14,216
1795,33,420,8,15,216
2944,33,528,16,14,216
2134,33,120,4,14,216
1695,33,420,4,15,216
2144,50,214,4,14,216
2244,33,426,8,14,216
2385,66,420,8,17,216
1799,66,245,4,15,216
1139,33,125,2,14,216
1975,66,420,4,14,216
1558,25,120,4,14,216
2698,50,320,8,15,216
2044,66,107,2,14,216
2844,33,528,16,14,216
1744,33,107,2,14,216
1999,33,340,8,14,216
1749,33,120,4,14,216
2690,50,426,8,14,216
2744,25,528,16,14,216
2390,50,214,4,14,216
3090,33,528,16,14,216
1990,66,107,2,15,216
1795,33,240,4,14,216
1895,33,214,4,14,216
2044,33,214,4,14,216
2195,50,340,8,15,216
2849,50,340,8,15,216
1799,33,270,4,14,216
2495,25,528,16,14,216
2744,50,340,8,17,216
2090,50,214,4,15,216
2144,33,214,4,14,216
2590,66,426,8,15,216
2328,66,212,4,14,216
1494,33,240,4,15,216
2397,66,270,4,14,216
2999,66,340,8,15,216
2290,33,426,8,15,216
2490,33,426,8,14,216
2290,33,214,4,14,216
2799,50,320,8,15,216
999,33,125,2,14,216
3090,66,528,16,15,216
2695,33,528,16,14,216
1899,33,245,4,15,216
1795,33,214,4,14,216
1995,66,420,8,15,216
2354,33,212,4,14,216
1579,33,245,4,15,216
2944,50,528,16,14,216
1797,25,270,4,14,216
2199,33,340,8,17,216
1844,33,107,2,14,216
2499,50,320,8,15,216
2090,50,107,2,14,216
2195,66,214,4,14,216
1990,33,107,2,14,216
2259,33,245,4,14,216
2690,33,528,16,15,216
2723,33,340,4,14,216
3354,66,420,4,15,216
2099,66,245,4,15,216
2320,33,528,8,14,216
2744,33,528,16,14,216
1295,25,107,4,14,216
2593,50,212,4,14,216
2390,25,426,8,14,216
2495,66,426,8,14,216
1395,25,107,2,14,216
2095,33,426,8,14,216
2444,66,214,4,14,216
2643,66,212,4,14,216
2620,66,528,8,14,216
1475,33,120,4,14,216
2699,66,528,8,15,216
1908,33,120,4,14,216
2590,25,528,16,15,216
1795,50,340,4,14,216
3190,50,528,16,14,216
3544,66,340,16,17,216
2090,25,426,8,15,216
1495,33,107,2,14,216
2417,66,212,4,14,216
2890,25,528,16,14,216
1629,50,245,4,15,216
2295,50,426,8,14,216
1995,25,426,8,14,216
1895,66,420,4,15,216
2595,33,528,16,14,216
1795,66,420,4,14,216
1690,33,107,2,15,216
2244,25,426,8,14,216
1990,33,214,4,15,216
2995,66,528,16,14,216
2744,66,426,8,14,216
1894,50,340,4,15,216
1890,33,107,2,14,216
2868,66,340,4,14,216
1699,33,120,4,14,216
2144,25,426,8,14,216
1499,50,245,4,14,216
1490,25,107,2,15,216
2990,33,528,16,14,216
1890,33,214,4,15,216
2995,66,528,8,15,216
1299,25,120,4,14,216
1949,50,245,4,15,216
2995,66,528,16,14,216
1944,33,214,4,14,216
1595,33,420,4,14,216
1399,25,270,4,14,216
2999,66,450,16,15,216
1982,25,212,4,14,216
2544,50,426,8,14,216
2890,66,426,8,14,216
2395,66,340,8,14,216
2609,66,245,4,14,216
3097,66,528,8,15,216
2799,50,230,8,15,216
2590,66,214,4,14,216
1778,25,212,4,14,216
3198,66,450,16,15,216
1784,25,120,4,14,216
2090,25,214,4,14,216
4799,66,1000,16,17,216
2795,66,340,8,15,216
1449,33,245,4,14,216
2799,66,340,16,15,216
3334,66,528,16,15,216
2290,66,107,2,14,216
1375,25,120,4,14,216
1799,33,170,4,14,216
2429,66,340,8,17,216
1895,66,107,2,14,216
1844,25,214,4,14,216
3397,66,450,16,15,216
2995,66,340,16,15,216
2120,25,528,8,14,216
3485,66,540,16,17,216
1944,25,214,4,14,216
1790,25,214,4,15,216
2644,25,528,16,14,216
1599,33,120,4,14,216
2348,33,245,4,14,216
2899,66,340,16,15,216
2144,66,107,2,14,216
1695,25,214,4,14,216
2504,50,212,4,14,216
1799,33,120,4,14,216
1425,25,120,4,14,216
1544,25,107,2,14,216
2344,33,426,8,14,216
2004,25,212,4,14,216
2279,50,340,8,17,216
1799,50,340,4,15,216
2190,33,214,4,14,216
2924,66,245,4,14,216
2039,33,212,4,14,216
2244,50,214,4,14,216
2220,33,528,8,14,216
1595,33,107,2,14,216
1695,50,107,2,14,216
1669,66,245,4,14,216
2698,66,245,4,14,216
3275,66,540,16,15,216
2195,33,426,8,14,216
2197,33,270,4,14,216
3244,66,528,16,14,216
2444,50,426,8,14,216
2795,50,528,16,14,216
1995,50,214,4,14,216
2944,66,340,8,17,216
2344,66,214,4,14,216
2395,66,340,8,15,216
2444,33,426,8,14,216
3390,66,528,16,14,216
3044,50,528,16,14,216
3039,66,420,4,15,216
1944,50,107,2,14,216
1893,25,212,4,14,216
3095,66,540,16,15,216
2099,66,120,4,14,216
1999,66,270,4,14,216
2044,33,214,4,14,216
2499,66,425,8,15,216
3144,66,528,16,14,216
2390,50,426,8,15,216
2344,33,426,8,14,216
1395,33,240,4,14,216
1790,25,107,2,14,216
2634,33,340,4,14,216
2574,33,245,4,14,216
1775,33,420,4,14,216
1469,25,120,4,14,216
1790,33,214,4,14,292
2329,66,212,4,14,292
1795,33,420,8,15,292
2627,66,424,8,15,292
2344,33,426,8,14,292
2994,33,528,16,14,292
1444,25,107,2,14,292
2395,66,340,8,14,292
2405,33,424,8,14,292
3239,50,340,8,17,292
3090,66,528,16,15,292
1995,50,212,8,14,292
2799,50,230,8,15,292
2295,50,426,8,14,292
1999,33,340,8,14,292
1799,33,170,4,14,292
3090,66,528,16,14,292
1844,66,107,2,14,292
1995,66,214,4,14,292
2244,66,214,4,14,292
1644,50,107,2,14,292
1395,33,107,2,14,292
2144,25,426,8,14,292
1795,33,240,4,14,292
1744,33,214,4,14,292
1794,25,214,4,14,292
2094,50,424,4,14,292
1399,66,270,4,14,292
1825,50,420,4,14,292
2889,33,340,4,17,292
1544,33,107,2,14,292
1794,33,212,4,14,292
2294,66,424,4,14,292
2444,50,426,8,14,292
2395,66,340,8,15,292
3244,66,528,16,14,292
1299,33,212,4,14,292
2044,50,214,4,14,292
2699,66,528,8,15,292
2744,50,340,8,17,292
2259,50,340,4,14,292
2929,50,340,4,17,292
1890,50,214,4,14,292
2344,33,426,8,14,292
2795,50,528,16,14,292
1925,33,212,4,14,292
1290,25,107,2,15,292
2094,50,214,4,14,292
2195,33,426,8,14,292
2594,50,426,8,14,292
1890,50,214,4,15,292
1559,66,245,4,14,292
1795,50,214,4,14,292
2049,50,340,8,14,292
2995,66,540,16,15,292
1689,25,212,4,14,292
2294,50,424,8,14,292
1994,66,107,2,14,292
1695,33,214,4,14,292
1390,33,107,2,15,292
1295,33,214,4,14,292
3229,66,527,8,14,292
1369,25,120,4,14,292
2199,50,340,8,17,292
2425,50,212,8,14,292
1494,33,240,4,15,292
1745,50,420,4,15,292
2695,33,528,16,14,292
2509,50,340,4,15,292
3439,66,340,8,17,292
3144,66,528,16,14,292
2294,25,426,8,14,292
2495,25,528,16,14,292
1590,25,214,4,14,292
2844,33,528,16,14,292
2259,25,212,4,17,292
2845,66,424,8,17,292
2890,50,528,16,15,292
1590,50,107,2,15,292
1894,33,214,4,14,292
3379,66,527,8,15,292
2320,33,528,8,14,292
2989,66,424,8,14,292
2199,50,425,8,15,292
1495,25,214,4,14,292
1875,66,420,4,15,292
2669,25,170,4,17,292
3799,66,527,8,17,292
2369,66,340,8,17,292
2144,66,214,4,14,292
2095,33,426,8,14,292
2790,33,528,16,15,292
1729,66,245,4,15,292
1995,25,426,8,14,292
2644,66,426,8,14,292
2229,66,212,4,14,292
1995,66,424,4,14,292
1449,50,245,4,14,292
3294,66,528,16,14,292
2420,50,528,8,14,292
2090,66,214,4,15,292
2249,25,170,4,15,292
1975,66,420,8,15,292
1999,25,170,4,14,292
2359,50,340,4,14,292
2944,66,340,8,17,292
1790,66,107,2,15,292
2995,66,256,8,15,292
2495,66,424,8,15,292
1955,66,420,4,14,292
2090,25,426,8,14,292
1894,50,340,4,15,292
2644,25,528,16,14,292
3089,66,424,8,14,292
1744,25,214,4,14,292
2744,25,528,16,14,292
2479,66,212,4,15,292
2244,25,426,8,14,292
1469,25,120,4,14,292
1195,25,107,2,14,292
1619,25,120,4,15,292
2394,33,426,8,14,292
1590,50,107,2,14,292
1939,33,212,4,14,292
2090,25,426,8,15,292
1490,33,107,2,15,292
1495,25,214,4,14,292
1694,33,107,2,14,292
2590,66,426,8,14,292
2590,25,528,16,15,292
2425,50,424,8,14,292
1849,50,245,4,15,292
2275,66,530,8,15,292
3397,66,450,16,15,292
3044,50,528,16,14,292
1495,33,212,4,14,292
2099,25,170,4,14,292
2769,66,340,8,14,292
1695,66,107,2,14,292
2995,66,528,16,14,292
2590,25,528,16,14,292
3659,66,424,8,17,292
2644,66,426,8,14,292
1119,33,125,2,14,292
2159,33,340,8,17,292
2645,66,424,8,17,292
2195,50,340,8,15,292
3544,66,340,16,17,292
1195,25,214,4,14,292
3019,66,340,8,15,292
1719,33,120,4,14,292
1799,33,245,4,15,292
2390,50,426,8,14,292
2039,33,212,4,14,292
2079,33,212,4,15,292
2819,50,340,8,15,292
2609,33,212,4,17,292
2039,25,120,4,17,292
1590,25,214,4,15,292
2944,33,528,16,14,292
2744,33,528,16,14,292
1399,25,245,4,14,292
2799,66,340,16,15,292
1544,33,107,2,14,292
2290,33,426,8,15,292
2290,33,426,8,14,292
3094,50,528,16,14,292
1795,50,424,4,14,292
1390,33,107,2,14,292
2495,66,426,8,14,292
1944,33,214,4,14,292
2220,33,528,8,14,292
1495,25,340,8,14,292
1790,66,107,2,14,292
1595,33,340,8,14,292
2849,66,340,8,15,292
2769,50,340,8,15,292
2365,66,420,8,17,292
1744,50,107,2,14,292
949,33,125,2,14,292
1844,33,214,4,14,292
1594,33,212,4,14,292
1589,25,212,4,14,292
1529,33,245,4,15,292
1839,25,212,4,15,292
2894,33,528,16,14,292
2427,66,424,8,15,292
1644,25,214,4,14,292
2690,33,528,16,15,292
2390,50,426,8,15,292
2795,66,424,16,15,292
1794,33,212,4,14,292
2569,50,340,8,14,292
1344,25,107,2,14,292
2225,50,424,4,14,292
2690,33,528,16,14,292
1695,33,340,8,14,292
1929,33,212,4,14,292
2899,66,212,4,17,292
1844,33,214,4,14,292
2295,66,424,8,15,292
3175,66,540,16,15,292
1975,33,424,8,14,292
1999,33,170,4,14,292
2425,66,424,4,14,292
1794,50,107,2,14,292
1595,33,214,4,14,292
1595,33,420,4,14,292
2389,33,120,4,17,292
1399,33,245,4,14,292
1395,33,214,4,14,292
2590,66,426,8,15,292
1969,33,120,4,15,292
2999,33,340,8,15,292
1644,33,107,2,14,292
3145,66,424,16,17,292
2499,33,212,4,17,292
1690,33,214,4,14,292
1495,50,107,2,14,292
1695,33,420,4,15,292
2899,66,340,16,15,292
1775,66,420,4,14,292
1295,33,107,2,14,292
2090,66,214,4,14,292
2190,33,426,8,15,292
1490,33,107,2,14,292
2869,66,340,8,14,292
2795,66,340,8,15,292
2444,33,426,8,14,292
2495,66,426,8,14,292
1790,33,214,4,15,292
1295,33,212,4,14,292
1795,50,340,4,14,292
1559,50,245,4,15,292
1994,33,214,4,14,292
1829,33,212,4,14,292
1494,25,107,2,14,292
2999,66,450,16,15,292
2195,33,426,8,14,292
2199,66,340,8,14,292
2595,33,528,16,14,292
1395,33,240,4,14,292
1444,33,107,2,14,292
2544,50,426,8,14,292
1699,33,120,4,14,292
2219,33,340,4,14,292
2927,66,424,16,15,292
2794,66,426,8,14,292
1944,50,214,4,14,292
2144,25,426,8,14,292
1999,66,245,4,15,292
2620,66,528,8,14,292
2944,50,528,16,14,292
2190,33,426,8,14,292
3129,66,527,8,14,292
2319,33,340,4,14,292
2890,50,528,16,14,292
2744,66,426,8,14,292
2185,33,420,8,17,292
1495,33,212,4,14,292
2494,33,426,8,14,292
1819,33,120,4,14,292
2294,66,214,4,14,292
3397,66,450,16,15,292
1690,33,214,4,15,292
1594,33,107,2,14,292
2469,33,340,4,15,292
1775,33,420,4,14,292
1925,33,212,4,14,292
2274,33,424,8,14,292
1195,25,107,4,14,292
1944,66,107,2,14,292
2120,25,528,8,14,292
1290,25,107,2,14,292
1559,33,212,4,14,292
2669,50,340,8,14,292
2794,25,528,16,14,292
2995,66,528,16,14,292
2189,33,212,4,15,292
2344,33,426,8,14,292
3334,66,528,16,15,292
3385,66,540,16,17,292
2995,66,340,16,15,292
3239,66,424,8,15,292
2244,33,426,8,14,292
1725,33,212,4,14,292
2790,33,528,16,14,292
1995,50,424,8,14,292
2844,33,528,16,14,292
1645,50,420,4,14,292
2799,50,320,8,15,292
1695,33,214,4,14,292
1655,50,340,4,15,267
2425,50,212,8,15,267
3239,50,340,8,17,267
1944,66,107,2,14,267
2495,66,424,8,15,267
1999,33,340,8,14,267
2644,33,528,16,14,267
2090,33,426,8,14,267
1895,66,425,8,15,267
2799,50,340,8,14,267
1444,25,107,2,14,267
2390,25,528,16,14,267
1695,66,107,2,14,267
2609,33,212,4,17,267
2895,66,528,8,15,267
2049,50,340,8,14,267
2499,33,212,4,17,267
1999,66,340,8,15,267
1395,33,214,4,14,267
2099,25,170,4,14,267
1719,33,120,4,14,267
1799,33,170,4,14,267
2359,50,340,4,14,267
1490,33,107,2,14,267
1595,33,340,8,14,267
2274,33,424,8,14,267
1495,33,212,4,14,267
1995,66,212,8,14,267
2744,50,528,16,14,267
2490,66,426,8,15,267
2190,33,426,8,15,267
1990,50,420,4,14,267
2265,66,425,8,17,267
2699,66,245,8,15,267
1590,25,214,4,15,267
2627,66,424,8,15,267
2039,33,212,4,14,267
1999,25,170,4,14,267
2294,50,424,8,14,267
1490,33,107,2,15,267
2490,33,528,16,15,267
2329,66,212,4,14,267
2090,66,214,4,14,267
1525,33,340,4,14,267
2799,50,340,8,15,267
1835,66,340,4,14,267
2590,33,528,16,15,267
1999,66,450,4,14,267
1589,25,212,4,14,267
1590,25,214,4,14,267
3129,66,527,8,14,267
2144,66,214,4,14,267
2499,66,545,8,15,267
1695,33,214,4,14,267
1590,50,107,2,14,267
1890,50,214,4,15,267
2427,66,424,8,15,267
2989,66,424,8,14,267
2079,33,212,4,15,267
2899,66,212,4,17,267
1939,33,212,4,14,267
1995,50,212,8,14,267
2295,25,528,16,14,267
2795,66,528,16,14,267
1595,33,214,4,14,267
2299,50,450,8,15,267
1915,33,425,8,15,267
1290,25,107,2,15,267
3379,66,527,8,15,267
2525,66,530,16,15,267
1594,33,107,2,14,267
2389,33,120,4,17,267
1925,33,212,4,15,267
1944,33,214,4,14,267
1555,50,340,4,14,267
1619,25,120,4,15,267
2243,33,426,8,14,267
2135,33,425,8,17,267
2509,50,340,4,15,267
2595,50,528,16,14,267
2690,50,528,16,14,267
2550,66,340,8,15,267
2259,25,212,4,17,267
2344,50,426,8,14,267
2970,66,420,16,15,267
2690,50,528,16,15,267
1744,50,107,2,14,267
1944,50,214,4,14,267
1644,50,107,2,14,267
1795,50,420,4,14,267
1735,50,340,4,14,267
1344,25,107,2,14,267
2944,66,528,16,14,267
3799,66,527,8,17,267
2095,33,426,8,14,267
1690,33,340,4,14,267
2395,33,528,16,14,267
2590,33,528,16,14,267
1625,33,340,4,15,267
2890,66,528,16,15,267
2294,66,214,4,14,267
3044,66,528,16,14,267
2895,66,530,16,17,267
1969,33,120,4,15,267
2294,66,212,8,14,267
1469,25,120,4,14,267
2390,25,528,16,15,267
1790,66,107,2,15,267
3439,66,340,8,17,267
1794,33,212,4,14,267
2890,66,528,16,14,267
1765,33,425,8,15,267
2189,33,212,4,15,267
2220,33,528,8,14,267
2645,66,424,8,17,267
2405,33,424,8,15,267
2769,66,340,8,14,267
2929,50,340,4,17,267
1839,25,212,4,15,267
1369,25,120,4,14,267
2927,66,424,16,15,267
1699,33,340,4,14,267
2229,66,212,4,14,267
1790,33,214,4,15,267
1844,66,107,2,14,267
2090,66,214,4,15,267
2644,66,426,8,14,267
1655,66,340,4,14,267
1994,33,214,4,14,267
2320,50,528,8,14,267
1755,66,340,4,15,267
3089,66,424,8,14,267
2520,66,528,8,14,267
1699,33,120,4,14,267
1790,66,107,2,14,267
2344,33,426,8,14,267
2395,66,426,8,14,267
1844,33,214,4,14,267
2669,50,340,8,14,267
1559,33,212,4,14,267
1929,33,212,4,14,267
2444,25,528,16,14,267
2039,25,120,4,17,267
1444,33,107,2,14,267
1594,33,212,4,14,267
2125,66,425,8,15,267
2669,25,170,4,17,267
2244,33,426,8,14,267
1544,33,107,2,14,267
3659,66,424,8,17,267
2543,66,426,8,14,267
1705,33,340,4,14,267
1390,33,107,2,15,267
2090,33,426,8,15,267
1995,33,426,8,14,267
2490,33,528,16,14,267
1399,50,260,4,14,267
1819,33,120,4,14,267
1894,33,214,4,14,267
1390,33,107,2,14,267
1795,50,214,4,14,267
3397,66,450,16,15,267
2249,25,170,4,15,267
1544,33,107,2,14,267
2644,33,528,16,14,267
2744,33,528,16,14,267
2244,66,214,4,14,267
2495,33,528,16,14,267
1395,33,107,2,14,267
2290,50,426,8,15,267
1895,25,426,8,14,267
1990,25,426,8,15,267
2744,50,420,8,17,267
2259,50,340,4,14,267
2195,50,420,8,15,267
2144,25,426,8,14,267
1494,25,107,2,14,267
1290,25,107,2,14,267
1495,33,212,4,14,267
1495,25,214,4,14,267
2425,50,424,8,15,267
3749,66,450,16,17,267
2844,50,528,16,14,267
2199,50,425,8,15,267
2295,66,424,8,15,267
2044,50,214,4,14,267
2745,66,530,16,15,267
2469,33,340,4,15,267
3304,66,420,16,17,267
1594,33,340,4,15,267
1695,33,214,4,14,267
2869,66,340,8,14,267
1590,50,107,2,15,267
3239,66,424,8,15,267
2544,66,426,8,14,267
2225,50,212,8,15,267
2190,33,426,8,14,267
2044,25,426,8,14,267
2095,33,426,8,14,267
1295,33,214,4,14,267
2425,66,212,8,15,267
2045,66,425,8,15,267
1495,33,340,4,14,267
1695,33,340,8,14,267
3229,66,527,8,14,267
1399,25,245,4,14,267
2199,66,340,8,14,267
2319,33,340,4,14,267
1495,50,107,2,14,267
1994,66,107,2,14,267
1925,33,212,4,15,267
1399,33,270,4,14,267
2799,66,340,16,15,267
1694,33,107,2,14,267
2490,66,426,8,14,267
2444,50,426,8,14,267
1995,50,424,8,14,267
1794,25,214,4,14,267
1690,33,214,4,15,267
1644,25,214,4,14,267
1689,25,212,4,14,267
1975,33,424,8,14,267
1890,50,214,4,14,267
1990,25,426,8,14,267
1295,33,212,4,14,267
2479,66,212,4,15,267
1644,33,107,2,14,267
2845,66,424,8,17,267
2094,50,212,8,14,267
2889,33,340,4,17,267
2020,25,528,8,14,267
1995,66,214,4,14,267
2355,66,340,8,15,267
2219,33,340,4,14,267
3145,66,424,16,17,267
2775,66,420,16,15,267
2120,33,528,8,14,267
1790,33,214,4,14,267
1829,33,212,4,14,267
1495,25,340,8,14,267
2290,50,426,8,14,267
1794,33,212,4,14,267
3019,66,340,8,15,267
1894,50,420,4,15,267
1299,33,212,4,14,267
2544,25,528,16,14,267
2699,66,470,8,15,267
2244,33,426,8,14,267
1725,33,212,4,15,267
2094,50,214,4,14,267
1195,25,107,2,14,267
1744,25,214,4,14,267
2390,50,420,8,15,267
1295,33,107,2,14,267
1690,33,214,4,14,267
1744,33,214,4,14,267
2195,50,426,8,14,267
1795,50,212,8,14,267
1195,25,214,4,14,267
1844,33,214,4,14,267
2904,66,340,8,17,267
2144,33,426,8,14,267
2544,33,528,16,14,267
2569,50,340,8,14,267
1794,50,107,2,14,267
2819,50,340,8,15,267
2795,66,424,16,15,267
2849,66,527,16,15,307
1644,33,107,2,14,307
1799,33,170,4,14,307
1944,66,214,4,14,307
2690,100,426,8,14,307
2399,66,212,4,15,307
3090,100,528,16,15,307
2989,66,424,8,14,307
1944,50,214,4,14,307
2890,75,528,16,15,307
2144,33,426,8,14,307
2869,66,340,8,14,307
1395,33,107,2,14,307
1299,33,212,4,14,307
2094,75,107,2,14,307
3089,66,424,8,14,307
1995,75,214,4,14,307
2970,66,420,16,15,307
1999,33,527,8,14,307
1890,75,107,2,14,307
1299,25,100,4,14,307
1818,33,212,4,14,307
2295,66,424,8,15,307
2544,75,426,8,14,307
2929,66,527,16,15,307
3149,66,527,16,17,307
2425,33,424,8,17,307
1999,66,450,4,14,307
3090,100,528,16,14,307
1894,33,214,4,14,307
1195,25,107,2,14,307
2124,33,240,4,14,307
1794,33,212,4,14,307
2690,66,528,16,14,307
2644,33,528,16,14,307
2499,66,340,4,14,307
1995,33,426,8,14,307
2195,100,214,4,14,307
2904,66,340,8,17,307
2320,66,528,8,14,307
2219,33,340,4,14,307
2344,25,528,16,14,307
1744,50,107,2,14,307
1939,33,212,4,14,307
1599,33,170,4,14,307
3099,100,527,16,15,307
1509,25,120,4,15,307
2690,66,528,16,15,307
1744,33,214,4,14,307
3299,66,1000,16,15,307
2355,66,340,8,15,307
1589,25,212,4,14,307
3019,66,340,8,15,307
1595,66,214,4,14,307
2819,66,212,4,17,307
1694,33,107,2,14,307
2499,100,527,8,14,307
2090,33,426,8,14,307
1690,33,214,4,14,307
3799,66,527,8,17,307
2195,66,426,8,14,307
1290,25,107,2,15,307
2844,66,528,16,14,307
2290,100,214,4,15,307
1690,66,107,2,14,307
1844,50,214,4,14,307
1544,25,214,4,14,307
2090,33,426,8,15,307
2195,50,420,8,15,307
1739,33,120,4,14,307
2144,100,107,2,14,307
2999,100,527,16,15,307
2044,75,107,2,14,307
2845,66,540,8,17,307
2844,100,426,8,14,307
2520,75,528,8,14,307
1995,33,424,8,14,307
1825,66,425,8,15,307
2929,50,340,4,17,307
2744,50,528,16,14,307
3399,100,1000,16,15,307
1699,33,340,4,14,307
1794,50,107,2,14,307
1795,50,420,4,14,307
2244,100,107,2,14,307
1790,50,214,4,14,307
2294,100,107,2,14,307
3049,100,527,16,15,307
1594,33,340,4,15,307
1590,50,107,2,14,307
2029,33,340,8,14,307
2499,100,340,8,15,307
1495,50,107,2,14,307
2090,100,107,2,15,307
1795,66,214,4,14,307
3304,66,420,16,17,307
2799,50,340,8,15,307
1490,33,107,2,15,307
2795,75,528,16,14,307
3239,50,340,8,17,307
1690,33,340,4,14,307
1899,33,340,8,14,307
2343,66,426,8,14,307
1744,66,107,2,14,307
1999,33,340,8,15,307
1359,25,120,4,14,307
3659,66,424,8,17,307
3129,100,527,16,15,307
1889,33,120,4,15,307
2359,50,340,4,14,307
2419,33,212,4,17,307
2290,66,426,8,15,307
1999,33,340,8,14,307
1890,25,426,8,15,307
2290,100,214,4,14,307
1849,33,212,4,14,307
1844,66,107,2,14,307
2494,100,214,4,14,307
1929,25,120,4,17,307
3249,100,527,16,17,307
1475,33,340,4,14,307
1295,33,212,4,14,307
1259,25,120,4,14,307
1444,25,107,2,14,307
2799,66,527,16,15,307
